id,date,daily_kwh,th_pdl,is_active_day,dow,is_weekend,reference_label,reference_label_name,cluster_label,cluster_label_name
1704875583,2023-11-01,13.57155,5.881950187683105,True,2,False,0,RP,0,RP
1704875583,2023-11-02,15.846951,5.881950187683105,True,3,False,0,RP,0,RP
1704875583,2023-11-03,14.021701,5.881950187683105,True,4,False,0,RP,0,RP
1704875583,2023-11-04,16.563301,5.881950187683105,True,5,True,0,RP,0,RP
1704875583,2023-11-05,14.427501,5.881950187683105,True,6,True,0,RP,0,RP
1704875583,2023-11-06,14.760951,5.881950187683105,True,0,False,0,RP,0,RP
1704875583,2023-11-07,14.286,5.881950187683105,True,1,False,0,RP,0,RP
1704875583,2023-11-08,14.8604,5.881950187683105,True,2,False,0,RP,0,RP
1704875583,2023-11-09,14.45785,5.881950187683105,True,3,False,0,RP,0,RP
1704875583,2023-11-10,16.445501,5.881950187683105,True,4,False,0,RP,0,RP
1704875583,2023-11-11,22.01835,5.881950187683105,True,5,True,0,RP,0,RP
1704875583,2023-11-12,23.695702,5.881950187683105,True,6,True,0,RP,0,RP
1704875583,2023-11-13,17.4129,5.881950187683105,True,0,False,0,RP,0,RP
1704875583,2023-11-14,15.24215,5.881950187683105,True,1,False,0,RP,0,RP
1704875583,2023-11-15,18.987751,5.881950187683105,True,2,False,0,RP,0,RP
1704875583,2023-11-16,15.249201,5.881950187683105,True,3,False,0,RP,0,RP
1704875583,2023-11-17,15.3543005,5.881950187683105,True,4,False,0,RP,0,RP
1704875583,2023-11-18,17.01165,5.881950187683105,True,5,True,0,RP,0,RP
1704875583,2023-11-19,15.99775,5.881950187683105,True,6,True,0,RP,0,RP
1704875583,2023-11-20,15.652551,5.881950187683105,True,0,False,0,RP,0,RP
1704875583,2023-11-21,17.8418,5.881950187683105,True,1,False,0,RP,0,RP
1704875583,2023-11-22,20.719051,5.881950187683105,True,2,False,0,RP,0,RP
1704875583,2023-11-23,19.5123,5.881950187683105,True,3,False,0,RP,0,RP
1704875583,2023-11-24,22.115301,5.881950187683105,True,4,False,0,RP,0,RP
1704875583,2023-11-25,25.149601,5.881950187683105,True,5,True,0,RP,0,RP
1704875583,2023-11-26,28.957302,5.881950187683105,True,6,True,0,RP,0,RP
1704875583,2023-11-27,18.47995,5.881950187683105,True,0,False,0,RP,0,RP
1704875583,2023-11-28,17.02675,5.881950187683105,True,1,False,0,RP,0,RP
1704875583,2023-11-29,20.41455,5.881950187683105,True,2,False,0,RP,0,RP
1704875583,2023-11-30,17.466501,5.881950187683105,True,3,False,0,RP,0,RP
1704875583,2023-12-01,19.10555,5.881950187683105,True,4,False,0,RP,0,RP
1704875583,2023-12-02,25.402,5.881950187683105,True,5,True,0,RP,0,RP
1704875583,2023-12-03,21.3236,5.881950187683105,True,6,True,0,RP,0,RP
1704875583,2023-12-04,22.721,5.881950187683105,True,0,False,0,RP,0,RP
1704875583,2023-12-05,19.5244,5.881950187683105,True,1,False,0,RP,0,RP
1704875583,2023-12-06,23.206902,5.881950187683105,True,2,False,0,RP,0,RP
1704875583,2023-12-07,24.651651,5.881950187683105,True,3,False,0,RP,0,RP
1704875583,2023-12-08,23.25175,5.881950187683105,True,4,False,0,RP,0,RP
1704875583,2023-12-09,26.640852,5.881950187683105,True,5,True,0,RP,0,RP
1704875583,2023-12-10,23.489952,5.881950187683105,True,6,True,0,RP,0,RP
1704875583,2023-12-11,23.421152,5.881950187683105,True,0,False,0,RP,0,RP
1704875583,2023-12-12,31.500902,5.881950187683105,True,1,False,0,RP,0,RP
1704875583,2023-12-13,32.07165,5.881950187683105,True,2,False,0,RP,0,RP
1704875583,2023-12-14,32.944,5.881950187683105,True,3,False,0,RP,0,RP
1704875583,2023-12-15,35.79365,5.881950187683105,True,4,False,0,RP,0,RP
1704875583,2023-12-16,36.480152,5.881950187683105,True,5,True,0,RP,0,RP
1704875583,2023-12-17,45.857403,5.881950187683105,True,6,True,0,RP,0,RP
1704875583,2023-12-18,36.212753,5.881950187683105,True,0,False,0,RP,0,RP
1704875583,2023-12-19,28.885452,5.881950187683105,True,1,False,0,RP,0,RP
1704875583,2023-12-20,38.245354,5.881950187683105,True,2,False,0,RP,0,RP
1704875583,2023-12-21,34.097,5.881950187683105,True,3,False,0,RP,0,RP
1704875583,2023-12-22,35.28345,5.881950187683105,True,4,False,0,RP,0,RP
1704875583,2023-12-23,33.4816,5.881950187683105,True,5,True,0,RP,0,RP
1704875583,2023-12-24,35.502953,5.881950187683105,True,6,True,0,RP,0,RP
1704875583,2023-12-25,32.39025,5.881950187683105,True,0,False,0,RP,0,RP
1704875583,2023-12-26,34.490402,5.881950187683105,True,1,False,0,RP,0,RP
1704875583,2023-12-27,36.079853,5.881950187683105,True,2,False,0,RP,0,RP
1704875583,2023-12-28,36.7668,5.881950187683105,True,3,False,0,RP,0,RP
1704875583,2023-12-29,30.168102,5.881950187683105,True,4,False,0,RP,0,RP
1704875583,2023-12-30,33.81705,5.881950187683105,True,5,True,0,RP,0,RP
1704875583,2023-12-31,34.305153,5.881950187683105,True,6,True,0,RP,0,RP
1704875583,2024-01-01,35.035202,5.881950187683105,True,0,False,0,RP,0,RP
1704875583,2024-01-02,36.883102,5.881950187683105,True,1,False,0,RP,0,RP
1704875583,2024-01-03,34.98405,5.881950187683105,True,2,False,0,RP,0,RP
1704875583,2024-01-04,32.486202,5.881950187683105,True,3,False,0,RP,0,RP
1704875583,2024-01-05,35.565853,5.881950187683105,True,4,False,0,RP,0,RP
1704875583,2024-01-06,41.661903,5.881950187683105,True,5,True,0,RP,0,RP
1704875583,2024-01-07,38.427753,5.881950187683105,True,6,True,0,RP,0,RP
1704875583,2024-01-08,48.785454,5.881950187683105,True,0,False,0,RP,0,RP
1704875583,2024-01-09,61.033104,5.881950187683105,True,1,False,0,RP,0,RP
1704875583,2024-01-10,62.933403,5.881950187683105,True,2,False,0,RP,0,RP
1704875583,2024-01-11,53.559704,5.881950187683105,True,3,False,0,RP,0,RP
1704875583,2024-01-12,60.758854,5.881950187683105,True,4,False,0,RP,0,RP
1704875583,2024-01-13,62.086052,5.881950187683105,True,5,True,0,RP,0,RP
1704875583,2024-01-14,56.258553,5.881950187683105,True,6,True,0,RP,0,RP
1704875583,2024-01-15,50.008854,5.881950187683105,True,0,False,0,RP,0,RP
1704875583,2024-01-16,45.423252,5.881950187683105,True,1,False,0,RP,0,RP
1704875583,2024-01-17,44.252552,5.881950187683105,True,2,False,0,RP,0,RP
1704875583,2024-01-18,45.181904,5.881950187683105,True,3,False,0,RP,0,RP
1704875583,2024-01-19,42.94495,5.881950187683105,True,4,False,0,RP,0,RP
1704875583,2024-01-20,44.468403,5.881950187683105,True,5,True,0,RP,0,RP
1704875583,2024-01-21,44.054653,5.881950187683105,True,6,True,0,RP,0,RP
1704875583,2024-01-22,44.335354,5.881950187683105,True,0,False,0,RP,0,RP
1704875583,2024-01-23,37.6114,5.881950187683105,True,1,False,0,RP,0,RP
1704875583,2024-01-24,33.991302,5.881950187683105,True,2,False,0,RP,0,RP
1704875583,2024-01-25,35.763252,5.881950187683105,True,3,False,0,RP,0,RP
1704875583,2024-01-26,33.848103,5.881950187683105,True,4,False,0,RP,0,RP
1704875583,2024-01-27,36.174603,5.881950187683105,True,5,True,0,RP,0,RP
1704875583,2024-01-28,36.874653,5.881950187683105,True,6,True,0,RP,0,RP
1704875583,2024-01-29,35.4317,5.881950187683105,True,0,False,0,RP,0,RP
