id,date,daily_kwh,customer_type,is_weekend,customer_type_name
1704875583,2023-11-01,13.57155,0,False,RP
1704875583,2023-11-02,15.846951,0,False,RP
1704875583,2023-11-03,14.021701,0,False,RP
1704875583,2023-11-04,16.563301,0,True,RP
1704875583,2023-11-05,14.427501,0,True,RP
1704875583,2023-11-06,14.760951,0,False,RP
1704875583,2023-11-07,14.286,0,False,RP
1704875583,2023-11-08,14.8604,0,False,RP
1704875583,2023-11-09,14.45785,0,False,RP
1704875583,2023-11-10,16.445501,0,False,RP
1704875583,2023-11-11,22.01835,0,True,RP
1704875583,2023-11-12,23.695702,0,True,RP
1704875583,2023-11-13,17.4129,0,False,RP
1704875583,2023-11-14,15.24215,0,False,RP
1704875583,2023-11-15,18.987751,0,False,RP
1704875583,2023-11-16,15.249201,0,False,RP
1704875583,2023-11-17,15.3543005,0,False,RP
1704875583,2023-11-18,17.01165,0,True,RP
1704875583,2023-11-19,15.99775,0,True,RP
1704875583,2023-11-20,15.652551,0,False,RP
1704875583,2023-11-21,17.8418,0,False,RP
1704875583,2023-11-22,20.719051,0,False,RP
1704875583,2023-11-23,19.5123,0,False,RP
1704875583,2023-11-24,22.115301,0,False,RP
1704875583,2023-11-25,25.149601,0,True,RP
1704875583,2023-11-26,28.957302,0,True,RP
1704875583,2023-11-27,18.47995,0,False,RP
1704875583,2023-11-28,17.02675,0,False,RP
1704875583,2023-11-29,20.41455,0,False,RP
1704875583,2023-11-30,17.466501,0,False,RP
1704875583,2023-12-01,19.10555,0,False,RP
1704875583,2023-12-02,25.402,0,True,RP
1704875583,2023-12-03,21.3236,0,True,RP
1704875583,2023-12-04,22.721,0,False,RP
1704875583,2023-12-05,19.5244,0,False,RP
1704875583,2023-12-06,23.206902,0,False,RP
1704875583,2023-12-07,24.651651,0,False,RP
1704875583,2023-12-08,23.25175,0,False,RP
1704875583,2023-12-09,26.640852,0,True,RP
1704875583,2023-12-10,23.489952,0,True,RP
1704875583,2023-12-11,23.421152,0,False,RP
1704875583,2023-12-12,31.500902,0,False,RP
1704875583,2023-12-13,32.07165,0,False,RP
1704875583,2023-12-14,32.944,0,False,RP
1704875583,2023-12-15,35.79365,0,False,RP
1704875583,2023-12-16,36.480152,0,True,RP
1704875583,2023-12-17,45.857403,0,True,RP
1704875583,2023-12-18,36.212753,0,False,RP
1704875583,2023-12-19,28.885452,0,False,RP
1704875583,2023-12-20,38.245354,0,False,RP
1704875583,2023-12-21,34.097,0,False,RP
1704875583,2023-12-22,35.28345,0,False,RP
1704875583,2023-12-23,33.4816,0,True,RP
1704875583,2023-12-24,35.502953,0,True,RP
1704875583,2023-12-25,32.39025,0,False,RP
1704875583,2023-12-26,34.490402,0,False,RP
1704875583,2023-12-27,36.079853,0,False,RP
1704875583,2023-12-28,36.7668,0,False,RP
1704875583,2023-12-29,30.168102,0,False,RP
1704875583,2023-12-30,33.81705,0,True,RP
1704875583,2023-12-31,34.305153,0,True,RP
1704875583,2024-01-01,35.035202,0,False,RP
1704875583,2024-01-02,36.883102,0,False,RP
1704875583,2024-01-03,34.98405,0,False,RP
1704875583,2024-01-04,32.486202,0,False,RP
1704875583,2024-01-05,35.565853,0,False,RP
1704875583,2024-01-06,41.661903,0,True,RP
1704875583,2024-01-07,38.427753,0,True,RP
1704875583,2024-01-08,48.785454,0,False,RP
1704875583,2024-01-09,61.033104,0,False,RP
1704875583,2024-01-10,62.933403,0,False,RP
1704875583,2024-01-11,53.559704,0,False,RP
1704875583,2024-01-12,60.758854,0,False,RP
1704875583,2024-01-13,62.086052,0,True,RP
1704875583,2024-01-14,56.258553,0,True,RP
1704875583,2024-01-15,50.008854,0,False,RP
1704875583,2024-01-16,45.423252,0,False,RP
1704875583,2024-01-17,44.252552,0,False,RP
1704875583,2024-01-18,45.181904,0,False,RP
1704875583,2024-01-19,42.94495,0,False,RP
1704875583,2024-01-20,44.468403,0,True,RP
1704875583,2024-01-21,44.054653,0,True,RP
1704875583,2024-01-22,44.335354,0,False,RP
1704875583,2024-01-23,37.6114,0,False,RP
1704875583,2024-01-24,33.991302,0,False,RP
1704875583,2024-01-25,35.763252,0,False,RP
1704875583,2024-01-26,33.848103,0,False,RP
1704875583,2024-01-27,36.174603,0,True,RP
1704875583,2024-01-28,36.874653,0,True,RP
1704875583,2024-01-29,35.4317,0,False,RP
1704875583,2024-01-30,35.5672,0,False,RP
1704875583,2024-01-31,35.052402,0,False,RP
1704875583,2024-02-01,33.463303,0,False,RP
1704875583,2024-02-02,33.472054,0,False,RP
1704875583,2024-02-03,39.516003,0,True,RP
1704875583,2024-02-04,36.81555,0,True,RP
1704875583,2024-02-05,35.61615,0,False,RP
1704875583,2024-02-06,36.096752,0,False,RP
1704875583,2024-02-07,35.27845,0,False,RP
1704875583,2024-02-08,35.51405,0,False,RP
1704875583,2024-02-09,33.724003,0,False,RP
1704875583,2024-02-10,35.445652,0,True,RP
1704875583,2024-02-11,34.10805,0,True,RP
1704875583,2024-02-12,35.216003,0,False,RP
1704875583,2024-02-13,34.708702,0,False,RP
1704875583,2024-02-14,33.264603,0,False,RP
1704875583,2024-02-15,32.84695,0,False,RP
1704875583,2024-02-16,37.6235,0,False,RP
1704875583,2024-02-17,37.871304,0,True,RP
1704875583,2024-02-18,36.12265,0,True,RP
1704875583,2024-02-19,38.886253,0,False,RP
1704875583,2024-02-20,39.41355,0,False,RP
1704875583,2024-02-21,39.897053,0,False,RP
1704875583,2024-02-22,37.5175,0,False,RP
1704875583,2024-02-23,37.984802,0,False,RP
1704875583,2024-02-24,39.099552,0,True,RP
1704875583,2024-02-25,34.657,0,True,RP
1704875583,2024-02-26,36.4882,0,False,RP
1704875583,2024-02-27,38.26845,0,False,RP
1704875583,2024-02-28,38.629303,0,False,RP
1704875583,2024-02-29,37.728,0,False,RP
1704875583,2024-03-01,35.168903,0,False,RP
1704875583,2024-03-02,36.0096,0,True,RP
1704875583,2024-03-03,35.50505,0,True,RP
1704875583,2024-03-04,35.83345,0,False,RP
1704875583,2024-03-05,36.920303,0,False,RP
1704875583,2024-03-06,37.207253,0,False,RP
1704875583,2024-03-07,39.023903,0,False,RP
1704875583,2024-03-08,37.729202,0,False,RP
1704875583,2024-03-09,37.61465,0,True,RP
1704875583,2024-03-10,38.06655,0,True,RP
1704875583,2024-03-11,36.64355,0,False,RP
1704875583,2024-03-12,34.9683,0,False,RP
1704875583,2024-03-13,21.057152,0,False,RP
1704875583,2024-03-14,37.31935,0,False,RP
1704875583,2024-03-15,32.597702,0,False,RP
1704875583,2024-03-16,33.4849,0,True,RP
1704875583,2024-03-17,32.537903,0,True,RP
1704875583,2024-03-18,24.868101,0,False,RP
1704875583,2024-03-19,23.84275,0,False,RP
1704875583,2024-03-20,23.80685,0,False,RP
1704875583,2024-03-21,27.276352,0,False,RP
1704875583,2024-03-22,25.7313,0,False,RP
1704875583,2024-03-23,27.02,0,True,RP
1704875583,2024-03-24,30.768951,0,True,RP
1704875583,2024-03-25,32.841652,0,False,RP
1704875583,2024-03-26,31.340902,0,False,RP
1704875583,2024-03-27,38.8031,0,False,RP
1704875583,2024-03-28,30.666151,0,False,RP
1704875583,2024-03-29,29.066751,0,False,RP
1704875583,2024-03-30,27.697203,0,True,RP
1704875583,2024-03-31,29.95675,0,True,RP
1704875583,2024-04-01,26.94395,0,False,RP
1704875583,2024-04-02,28.056051,0,False,RP
